estimator,cluster,slope,std_error,tstat,pvalue,ci_low,ci_high,n_obs,interaction_var
FE,0,-0.3112143562502368,0.8194516258637109,-0.37978368268195634,0.7041627069871752,-1.9186782361098431,1.2962495236093696,1605.0,(baseline)
FE,1,-0.8447730641623534,0.5650546289294486,-1.4950290129696997,0.13512874598992197,-1.9532032356129236,0.2636571072882168,1605.0,mean_years_schooling:C(cluster_kmeans_k3)[T.1]
FE,2,0.26048606769154975,0.4981758835638094,0.522879722374568,0.6011394140496913,-0.7167525067049767,1.237724642088076,1605.0,mean_years_schooling:C(cluster_kmeans_k3)[T.2]
RE,0,-0.8008544937798633,0.5320731461479711,-1.5051586413969167,0.13248547125036847,-1.844507393797651,0.24279840623792437,1605.0,(baseline)
RE,1,-1.1864952143837315,0.460660780247055,-2.575637573807363,0.010096768340858375,-2.0900739097377574,-0.2829165190297056,1605.0,mean_years_schooling:C(cluster_kmeans_k3)[T.1]
RE,2,-0.32515180529826465,0.4016318121841761,-0.8095768199486149,0.4183067407467891,-1.1129461312476596,0.46264252065113026,1605.0,mean_years_schooling:C(cluster_kmeans_k3)[T.2]
